Alloy Formula,Rm,Rmd,Vmm,Eea,Eead,XM,XMd,XP,XPd,Hf,Hfd,I1,I1d,I2,I2d,Tm,Tmd,Cp,Cpd,K,Kd,VEC,VECd,Hmix,Smix,Dmax
Ce70Al10Cu19Zn1,0.799677238,0.534782505,0.727154525,0.439266419,0.003340448,0.114400904,0.733067112,0.203807004,0.75389979,0.003835178,0.234017726,0.043676941,0.720769197,0.062699298,0.276387938,0.099787928,0.185486293,0.482633579,0.10360027,0.215233172,0.849150772,0.3032,0.578105477,0.633742084,0.239504111,1
Ce70Al15Ni15,0.802172669,0.532069273,0.729976737,0.422608976,0.00238937,0.075368497,0.60084802,0.194692278,0.720664807,0.024165373,0.312625906,0,0.587921053,0.022018936,0.239949362,0.128057001,0.423849407,0.501852754,0.076868327,0.026590621,0.832674752,0.228533333,0.483065297,0.486862194,0.221326318,1
Ce70Al10Ni20,0.788757928,0.594496261,0.719304081,0.440533672,0.002520088,0.104257614,0.674587937,0.207713315,0.771326678,0.035346847,0.331743763,0.030983728,0.655591937,0.018374194,0.23666465,0.155457925,0.457871516,0.509911019,0.059343194,0,0.827252919,0.2752,0.505420135,0.521071381,0.207728952,1
Ce60Al10Cu20Ni10,0.714471996,0.695819516,0.637545987,0.477412706,0.002963712,0.177443377,0.784033294,0.274554637,0.805701249,0.045959203,0.278515369,0.116142147,0.745010684,0.145717034,0.270004088,0.149888643,0.356589369,0.47431676,0.101804104,0.25441935,0.765024443,0.3952,0.538379257,0.55316889,0.437486071,1
Ca55Mg25Zn20,0.927449041,0.539263795,0.906105994,0.004950206,0.011659477,0.275666376,0.895488683,0.103979055,0.642841928,0.035510886,0.005475394,0.461290384,0.871073315,0.100807169,0.147167101,0.014759759,0.303928641,0.429259428,0.012129135,0.444861267,0.070440131,0.221866667,0.928737667,0.823041366,0.364153952,1
Ca60Mg25Zn15,0.969352077,0.476654818,0.959367414,0.020419599,0.01327151,0.229443788,0.850411257,0.075766809,0.607816198,0.037549664,0.000839237,0.399828709,0.826727529,0.067169114,0.139552881,0.029326715,0.266047516,0.431582104,0.012771001,0.460128609,0.06003039,0.1552,0.952257683,0.858095224,0.316427196,1
Ca55Mg11Zn11Cu23,0.847032717,0.842297492,0.833947041,0.200126923,0.031283385,0.286066458,0.871751322,0.19521312,0.945850523,0.071966506,0.097487805,0.409243716,0.758510579,0.205196713,0.214890014,0.097998945,0.319304911,0.416714391,0.036513328,0.6627844,0.2082604,0.377866667,0.760998922,0.823674869,0.488335492,1
Ca70Mg10Cu20,0.974833369,0.684881414,0.994781728,0.218279328,0.022000365,0.159467927,0.720664739,0.107017297,0.95988692,0.07178372,0.083769281,0.2501552,0.514140486,0.099805867,0.214992829,0.126350909,0.148835738,0.426587704,0.035717252,0.676052447,0.170858983,0.1952,0.867468024,0.919756228,0.207728952,1
Ca60Mg13Cu27,0.888127983,0.817843,0.887780358,0.253930711,0.018636987,0.220584459,0.754907352,0.169778694,0.992005794,0.082768345,0.091990962,0.309687417,0.539197799,0.17537162,0.224118312,0.134090666,0.183010369,0.414864007,0.042293981,0.722399735,0.185203022,0.2792,0.814594498,0.887717846,0.306508918,1
Au46Ag5Cu29Si20,0.308264981,0.178240115,0.188179278,0.980155615,0.001754299,0.966822454,0.486405475,0.961978573,0.384376691,0.431636338,0.446298516,0.963792498,0.368093099,0.739588058,0.055480279,0.308150874,0.136820058,0.295585321,0.253077459,0.957262347,0.131674882,0.968533333,0.104150392,0.660306996,0.516686602,1
Ca60Mg15Cu25,0.897446179,0.786644613,0.896370618,0.237733637,0.020792657,0.2159622,0.742999428,0.159535479,0.972329551,0.080025871,0.089646579,0.309087973,0.537871,0.163763373,0.219425668,0.128096309,0.186721791,0.415603471,0.041014809,0.704587836,0.185568682,0.2552,0.832078276,0.894204921,0.316427196,1
La68.0Al13.2(Cu0.5Ni0.5)18.8,0.837945312,0.648686993,0.79203239,0.431817151,0.002897647,0.111216681,0.660482875,0.200473619,0.787857616,0.039168634,0.244079206,0.03960672,0.635857573,0.072065771,0.251184001,0.181631704,0.278016931,0.50001185,0.10107862,0.134002915,0.861334225,0.276533333,0.540261007,0.545644558,0.34557962,1
Cu54.5Mg18.2Ca27.3,0.583122929,0.963520842,0.518085532,0.407844987,0.010405078,0.431089826,0.635868365,0.398619076,0.821704218,0.125009474,0.088469154,0.505739483,0.449227337,0.449228645,0.191345824,0.173216667,0.237001535,0.374823052,0.038890168,0.915011796,0.176876812,0.6092,0.520196666,0.900337995,0.362585709,1
Ca45Mg30Cu25,0.816308633,0.769352692,0.780967196,0.206176075,0.029973205,0.28337014,0.685854375,0.199900693,0.880696096,0.082104822,0.086656911,0.395239221,0.522444146,0.216168704,0.199811566,0.10823557,0.242700437,0.401900113,0.038963319,0.680596299,0.203721433,0.2552,0.832078276,0.90307397,0.420034221,1
Mg65Cu20Y10Zn5,0.610327447,0.27530103,0.478669156,0.101058453,0.543135795,0.461840686,0.360762319,0.302332849,0.485828905,0.086942316,0.076883142,0.631401165,0.351155179,0.329556244,0.124068736,0.086130498,0.572879422,0.379199077,0.028756637,0.506366845,0.325364446,0.2752,0.807584367,0.987752266,0.351885102,1
La68Al14(Cu0.5Ni0.5)18,0.839907037,0.639890648,0.79360971,0.428792773,0.00287703,0.106440347,0.649429351,0.198424975,0.78032013,0.03797148,0.241515113,0.034520443,0.62566613,0.071711024,0.250813021,0.178269225,0.277313041,0.499284452,0.102345883,0.133745552,0.855901755,0.268533333,0.537807441,0.538589864,0.343077492,1
Mg65Cu25Pr10,0.579963973,0.230782553,0.443031443,0.178925191,0.050127325,0.447075137,0.321655066,0.305371091,0.552239872,0.081431925,0.093431877,0.57216867,0.403024331,0.324097712,0.15193645,0.068307209,0.333463486,0.380879678,0.05494387,0.556458267,0.325373007,0.268533333,0.795104162,0.993453798,0.251764535,1
Mg65Cu25Ho10,0.596696339,0.289469174,0.464665093,0.148035907,0.083173334,0.445791177,0.329734548,0.314051782,0.520889803,0.099208459,0.07811822,0.592849465,0.286974987,0.337829867,0.136699899,0.104580642,0.504139913,0.380448755,0.053016386,0.557803248,0.322914984,0.268533333,0.795104162,0.993453798,0.251764535,1
Mg65Cu25Nd10,0.578521528,0.227265624,0.441302173,0.226150156,0.035823546,0.471470392,0.191203675,0.30623916,0.548729,0.082268862,0.090778656,0.574229256,0.391379712,0.326386404,0.149233819,0.074444729,0.349537254,0.383034294,0.064601829,0.5579123,0.322717084,0.268533333,0.795104162,0.993453798,0.251764535,1
Ce60Al20Co20,0.733512273,0.627410973,0.653373297,0.384734951,0.000198171,0.099121771,0.591514582,0.245040287,0.720183164,0.044620104,0.281546768,0.065788907,0.712029081,0.082079945,0.230178182,0.151687143,0.51160688,0.464577896,0.109266873,0.088768689,0.694708835,0.248533333,0.429827719,0.482216502,0.326538105,1
Ce55Al25Cu20,0.712957428,0.599393447,0.625427823,0.438167473,0.003203706,0.123517025,0.697484645,0.269780257,0.715321224,0.032518001,0.213922842,0.062548166,0.655033689,0.196875029,0.266984062,0.090442968,0.213598757,0.446392936,0.124064917,0.34860431,0.629636173,0.301866667,0.574439298,0.473347453,0.364153952,1
Ag50Mg11.5Ca30.8Cu7.7,0.707590089,0.674973897,0.630305276,0.457954436,0.008673868,0.409917313,0.655601185,0.418610707,0.870058247,0.099619562,0.055822684,0.458497728,0.443348181,0.519714532,0.219649346,0.145086027,0.126132329,0.416051373,0.011111429,1,0.17643397,0.6476,0.484211694,0.66150702,0.490739639,1
Mg50Ni30La20,0.615952983,0.597792233,0.511312265,0.234317995,0.025633578,0.395716707,0.480182211,0.312749678,0.65840067,0.121149589,0.220763148,0.490494515,0.534417892,0.244245238,0.134564075,0.177503346,0.595363699,0.439713626,0.068901443,0.211161881,0.268288652,0.301866667,0.664349536,0.867386608,0.39006952,1
Al33.6Ca66.4,0.96663451,0.583953146,0.969447933,0.187251834,0.010741418,0,0,0.10177416,0.74746233,0.065510043,0.035841607,0.055871117,0,0.137027784,0.204987838,0.064031991,0.089104346,0.411320612,0.061365122,0.591107864,0,0,0,0.737131539,0.076898997,1
(Ti0.45Cu0.378Zr0.10Ni0.072)100,0.386454169,0.146583407,0.253019205,0.417940932,0.007596869,0.384597607,0.530396463,0.515634793,0.303241496,0.250882801,0.028046217,0.481543327,0.276932932,0.379349262,0.171296068,0.525994744,0.313808375,0.375149261,0.015143636,0.437712516,0.614418619,0.632266667,0.325744229,0.794893878,0.483798138,1
(Ti0.45Cu0.378Zr0.10Ni0.072)96Sn4,0.399667199,0.175147965,0.265843519,0.427523739,0.007293963,0.390435006,0.520445171,0.525297444,0.306883197,0.240432154,0.056866082,0.483603793,0.270640752,0.371525954,0.169235682,0.492371716,0.443442473,0.382677111,0.03657268,0.422643882,0.621633616,0.615850667,0.333175254,0.782963817,0.581496028,1
(Ti0.45Cu0.378Zr0.10Ni0.072)94Sn6,0.406273714,0.187373025,0.272255677,0.432315142,0.007145206,0.393353706,0.515311207,0.530128769,0.30815492,0.23520683,0.068400847,0.484634027,0.267437307,0.367614299,0.168145312,0.475560202,0.499296153,0.386441035,0.044785393,0.415109565,0.625188317,0.607642667,0.336702824,0.777770521,0.610378021,1
Ti50Ni15Cu32Sn3,0.36404434,0.105544868,0.232080975,0.424074237,0.007689827,0.398926609,0.523193882,0.551729107,0.237803552,0.247505929,0.050430217,0.498826777,0.252546445,0.383949305,0.159034056,0.495265725,0.37398458,0.387758075,0.038187572,0.381876211,0.639126552,0.640533333,0.310755613,0.764438072,0.447135792,1
(Fe0.815Si0.038C0.14Tm0.007)92.37P7.63,0.061394294,0.549809757,0.023249467,0.300511868,0.009952453,0.647107953,0.798730048,0.747898648,0.331254861,0.673340626,0.794759567,0.978106041,0.706192446,0.500313009,0.134209456,0.683954721,0.927025851,0.181738914,0.772870835,0.118355604,0.186599363,0.63267948,0.031460524,0.39221351,0.226090382,1
Cu47Ti33Zr3Nb8Ni8Si1,0.337041764,0.090360487,0.208915823,0.502479756,0.005509331,0.453366545,0.488226624,0.567007123,0.237911933,0.281710859,0.166722275,0.522909413,0.271206143,0.464312158,0.157381728,0.521660579,0.477187684,0.361405396,0.046668469,0.580122648,0.492648244,0.7352,0.260187039,0.857478614,0.587293509,1
Cu55Zr42.5Ga2.5,0.426812346,0.360926709,0.299808003,0.54003974,0.003445944,0.447075137,0.493315691,0.492874021,0.47888983,0.239718401,0.067327686,0.486120451,0.352886463,0.474748023,0.177444289,0.481041722,0.536408959,0.369817879,0.017854822,0.659376511,0.457750504,0.731866667,0.28731043,0.625177117,0.194020968,1
(Fe0.815Si0.038C0.14Tm0.007)90.9P9.1,0.058969211,0.546652637,0.021633295,0.303317817,0.009765187,0.655878049,0.802200909,0.751224064,0.329775552,0.659064861,0.80496378,0.989762924,0.711570288,0.504293702,0.133375235,0.666003503,0.96513722,0.183302195,0.765948112,0.113603589,0.201340169,0.6282636,0.034028936,0.372752759,0.247196961,1
Fe71Mo2Nb3P12C10B2,0.070766365,0.542794247,0.029115357,0.291453272,0.008975967,0.636716142,0.778910318,0.747739114,0.302684914,0.558192538,0.821204393,0.96845317,0.714983458,0.506919598,0.13396548,0.643040452,0.996612744,0.206585886,0.712003599,0.090735995,0.229218145,0.6232,0.029795517,0.381970914,0.357962983,1
Fe71Mo3Nb2P12C10B2,0.069814352,0.537716687,0.02829326,0.290611737,0.008966229,0.63710133,0.778145171,0.752600301,0.298022623,0.560067276,0.819448158,0.969700762,0.71219078,0.508979422,0.132895186,0.644047281,0.997838509,0.206120489,0.711976476,0.093800369,0.230368044,0.624533333,0.02783976,0.397310144,0.357962983,1
Ti50Ni24Cu20B1Si2Sn3,0.349677585,0.208925134,0.223515379,0.417346907,0.007792923,0.397000668,0.521442506,0.553725666,0.243355401,0.298368241,0.214497676,0.501262016,0.263293057,0.35950035,0.153232798,0.529632804,0.33736253,0.380876231,0.183534655,0.248370575,0.717771024,0.5992,0.315360482,0.565889639,0.558781049,1
Cu47Ni13Zr30Ti10,0.384642458,0.334212653,0.260329586,0.537178521,0.003945581,0.465178984,0.469183208,0.526555102,0.420504101,0.257121661,0.044535009,0.515603698,0.303938657,0.467888239,0.163912428,0.506254714,0.384306843,0.380453064,0.031108247,0.579581021,0.493471155,0.764533333,0.246193298,0.62516867,0.535637124,1
Fe79P10C4B4Si3,0.088883478,0.326606818,0.033416589,0.255034607,0.009936262,0.574058857,0.609976727,0.709717687,0.17739992,0.396140182,0.721646997,0.898322046,0.550004266,0.471343021,0.11464752,0.550857658,0.769956082,0.259736818,0.548204514,0.088119827,0.209215319,0.6512,0.015002962,0.562992417,0.189615622,1
Cu57.5Zr37.5Ga5,0.407483579,0.346540856,0.281416359,0.549933222,0.003317252,0.454778902,0.501814755,0.515660835,0.452645468,0.227030442,0.084715608,0.490400852,0.368337153,0.514720033,0.169143465,0.436292729,0.619246853,0.36891294,0.020224909,0.695381993,0.432350018,0.751866667,0.279138331,0.634204541,0.234920272,1
[(Ni0.9Fe0.1)0.75B0.2Si0.05]96Nb4,0.062925233,0.626512048,0.027406886,0.56143354,0.003344982,0.592368137,0.094498121,0.719283808,0.002214737,0.605801511,0.32031588,0.694383178,0.171260055,0.679846094,0.13313128,0.64203776,0.278583676,0.1885402,0.813201367,0.106013515,0.181601181,0.7584,0.188075188,0.583679768,0.415911221,1
(Fe0.75B0.15Si0.10)98Nb2,0.073808483,0.483874221,0.028920588,0.259601172,0.010989896,0.489818191,0.167296804,0.673111212,0,0.524429176,0.402199056,0.764809903,0.095447845,0.498617367,0.155324875,0.645205824,0.191646766,0.166690238,0.69554042,0.104232325,0.185165611,0.596933333,0.106949154,0.604218795,0.217490347,1
Ni59Zr20Ti16Sn5,0.357120602,0.37380578,0.238379831,0.521403205,0.004077035,0.457218427,0.425891972,0.563882075,0.367956889,0.307041583,0.051629384,0.51435236,0.257287351,0.363003192,0.113885912,0.565357722,0.350772938,0.451865661,0.019024163,0.054769772,0.260914371,0.693866667,0.220228169,0.286083829,0.427314458,1
Ni59Zr17Ti16Si2Sn3Nb3,0.336118599,0.347568487,0.219122357,0.53133906,0.00394904,0.466976529,0.42521873,0.569871751,0.343107941,0.345722116,0.156281707,0.521811683,0.264156361,0.370562743,0.110124324,0.594529148,0.320049501,0.437278048,0.08126083,0.06406831,0.260624708,0.697866667,0.213621144,0.259130369,0.521906248,1
Fe72W3Y3B22,0.066222663,0.839116704,0.040675404,0.208750182,0.00477505,0.459144369,0.117724054,0.682373509,0.167732434,0.503663104,0.401688296,0.75565453,0.171226216,0.564982577,0.184670586,0.706447241,0.353157292,0.125798124,0.837362605,0.071247596,0.21790847,0.580533333,0.140003293,0.721005074,0.190286729,1
(Fe0.74Tb0.01B0.2Si0.05)96Nb4,0.065729346,0.677492435,0.031849338,0.24418633,0.009942694,0.473422012,0.128402903,0.669116358,0.070368588,0.525222592,0.397173396,0.750899296,0.177392792,0.533174058,0.177225901,0.677922806,0.234096942,0.13752027,0.788601913,0.078869053,0.190628933,0.5792,0.13122805,0.608619979,0.26939165,1
Ni61Zr28Nb7Al4,0.350701721,0.385735791,0.233559995,0.556819156,0.002532264,0.459786349,0.419591481,0.543569257,0.404784848,0.345793423,0.06158457,0.490528233,0.323483596,0.392492993,0.111765214,0.633509228,0.343629406,0.44109258,0.023764894,0.091247814,0.322647211,0.713866667,0.204764918,0.214303664,0.344612415,1
(Fe0.72Mo0.04B0.24)96Dy4,0.067688764,0.895416933,0.044735947,0.212502636,0.004670875,0.448359098,0.158126788,0.676172024,0.172185402,0.516780914,0.399445681,0.735481613,0.25043328,0.563796027,0.193137591,0.696695618,0.257375601,0.117207997,0.862749765,0.063840173,0.21324906,0.564693333,0.155647737,0.690543957,0.244223599,1
Fe67Ni5Y6B22,0.085407185,0.971438324,0.061991425,0.226041251,0.007952226,0.452724565,0.185871443,0.656157822,0.202254227,0.485702444,0.408362238,0.732216296,0.245425936,0.558065005,0.191567161,0.664360404,0.178337451,0.135821398,0.842873202,0.056056591,0.192134684,0.581866667,0.172463966,0.695360854,0.302327443,1
Ni60Nb40,0.282892368,0.043801368,0.163865551,0.632265046,0,0.512557136,0.22513604,0.606157041,0.155187712,0.458736346,0.096319626,0.511924614,0.252444857,0.403481005,0.084794863,0.81077129,0.467002342,0.422864528,0.048126981,0.094802924,0.098210697,0.7552,0.121052939,0.505867298,0.104642172,1
Ag38.4Mg38.4Ca23.2,0.728457945,0.450835959,0.631753326,0.281758788,0.020580317,0.402444661,0.542561533,0.337194505,0.810596522,0.081003949,0.043212086,0.502882011,0.395357966,0.41936636,0.205860833,0.087004246,0.200340507,0.407146517,0.007146625,0.804152717,0.239643641,0.416,0.698563248,0.733628518,0.425576306,1.1
Ag50Mg19.2Ca23.1Cu7.7,0.665939482,0.592443308,0.571064868,0.441754888,0.009740012,0.444520055,0.574534392,0.439331517,0.794974434,0.100686757,0.053404357,0.502722035,0.394484332,0.546615936,0.201879035,0.134890847,0.166824856,0.409016982,0.010379612,0.987684344,0.186826459,0.6476,0.484211694,0.720524034,0.525873965,1.2
Cu45.5Mg31.8Ca22.7,0.600172632,0.837130326,0.521351134,0.325280503,0.015684245,0.43096143,0.571900947,0.364903271,0.785298299,0.113305886,0.09037478,0.529461704,0.411782793,0.4130625,0.180841845,0.140151433,0.291022095,0.373948278,0.031501222,0.827500845,0.206161118,0.5012,0.620610382,0.927367476,0.413735751,1.25
Pr72(Cu0.5Ni0.5)25Al3,0.610702482,0.337956663,0.482802114,0.604419643,0.000323024,0.191887936,0.638157495,0.217392286,0.797130226,0.058931721,0.230616504,0.04403286,0.757360403,0.001773736,0.276166574,0.222301795,0.238573194,0.521265846,0.082323178,0.100882598,1,0.338533333,0.542416766,0.647387748,0.255557298,1.5
Pr68Cu25Al7,0.603894141,0.309344036,0.473618548,0.598829375,0.00083502,0.196702789,0.659397893,0.232974126,0.782134824,0.045657906,0.162094779,0.055793189,0.762645881,0.067551326,0.299847568,0.18279775,0.09488149,0.493363567,0.120615745,0.274521351,0.793780265,0.3552,0.571142675,0.643861246,0.20224974,1.5
Cu45.5Mg27.3Ca27.2,0.624513896,0.889646442,0.555972135,0.334747772,0.014626423,0.410739048,0.61930079,0.352793707,0.826767904,0.112682201,0.091632478,0.503616329,0.44603153,0.397340902,0.190601326,0.146109655,0.273441602,0.378059286,0.036272071,0.834698306,0.200387587,0.5012,0.620610382,0.90902375,0.419843821,1.5
Cu50Mg22.7Ca27.3,0.604088871,0.928640123,0.53741354,0.371401572,0.012287482,0.420689744,0.628687304,0.375571841,0.826998477,0.118838908,0.090505294,0.504390735,0.447985836,0.423110089,0.19157499,0.159729363,0.257150958,0.376486847,0.037676958,0.874935023,0.189317106,0.5552,0.570545909,0.903975572,0.396431076,1.5
Cu40.9Mg36.4Ca22.7,0.621604484,0.797892735,0.54110865,0.288027234,0.019099187,0.420330235,0.563142118,0.341343875,0.781880209,0.106998196,0.090635105,0.528082984,0.4106433,0.386363531,0.179252592,0.126364411,0.301241678,0.375649046,0.030198727,0.786533477,0.215515693,0.446,0.671332093,0.932480778,0.422454568,1.5
Pr72(Cu0.5Ni0.5)21Al7,0.62051111,0.295640187,0.490688817,0.589297754,0.000706193,0.168006266,0.603321784,0.20714907,0.761631044,0.05294595,0.219910474,0.018601476,0.714229161,0,0.274115743,0.205489403,0.246693431,0.517628854,0.090376678,0.099595779,0.970557979,0.298533333,0.544104418,0.609647835,0.283078728,1.5
Pr68(Cu0.5Ni0.5)25Al7,0.59812436,0.342653254,0.469547275,0.593941047,0.000743752,0.191887936,0.638157495,0.234059213,0.787006727,0.064154205,0.225114711,0.051765679,0.748719496,0.03824176,0.278451551,0.214724923,0.265111412,0.510923688,0.095099953,0.133525629,0.912023846,0.338533333,0.542416766,0.576181959,0.340934698,1.5
La66Al14Cu10Ni10,0.822107263,0.673625132,0.773913625,0.43519339,0.002959264,0.119665143,0.673954846,0.212400888,0.793867181,0.044037597,0.24450959,0.050300789,0.647139937,0.089756219,0.252312069,0.183093868,0.289057129,0.496087002,0.103942564,0.150637775,0.832970096,0.288533333,0.542849395,0.526038048,0.374351225,1.5
Mg70Ni15Nd15,0.621001542,0.156237621,0.482640197,0.196622178,0.049083004,0.435519491,0.136224346,0.248946598,0.47924184,0.087715645,0.17083098,0.526667174,0.478018091,0.20967454,0.108644384,0.095681238,0.550323305,0.418925889,0.077919553,0.274303246,0.204458679,0.1352,0.743027574,0.968324827,0.221326318,1.5
Y56Al24Co20,0.692258338,0.595715374,0.599532657,0.309111646,0.002239467,0.159724719,0.477110158,0.310666312,0.545418307,0.163116939,0.068058086,0.214735591,0.500706371,0.200483152,0.171676239,0.430270422,0.459246253,0.435344064,0.089172326,0.133378408,0.603522012,0.248533333,0.429827719,0.397479079,0.357609205,1.5
Pd77.5Cu6Si16.5,0.302149013,0.003304819,0.177702763,0.472898118,0.003347434,0.660212624,0.03380117,0.90694299,0.054144157,0.516376172,0.313941797,0.879913515,0.044346389,0.6588367,0.031437826,0.562260136,0.0518915,0.369782112,0.261121214,0.197403098,0.430970588,0.897866667,0.055462477,0.449086382,0.097145641,1.5
Ti47.5Zr2.5Cu42.5Ni7.5,0.357791339,0.082769767,0.22598777,0.433270235,0.00748625,0.406630373,0.533540942,0.544958168,0.251396249,0.243668742,0.026238022,0.503719733,0.265556506,0.419144243,0.166949044,0.496974025,0.307980579,0.370959825,0.015148919,0.503013483,0.561056465,0.678533333,0.30305773,0.837611945,0.369346289,1.5
Fe74Mo4Ga2P10C4B4Si2,0.101548148,0.3642298,0.042861643,0.263415305,0.009109443,0.560577269,0.635671163,0.720221323,0.188533466,0.402711809,0.713165748,0.870968697,0.602297743,0.480635112,0.11620085,0.56083995,0.861131103,0.26203881,0.545039299,0.091180565,0.223224415,0.632533333,0.033466849,0.576127055,0.362994106,1.5
Fe78Mo1P10C4B4Si3,0.090643261,0.332549954,0.034739184,0.257975029,0.0098076,0.573545272,0.61078039,0.712582315,0.180162249,0.402233081,0.715483169,0.895283617,0.554754989,0.471321278,0.114654216,0.558339916,0.778620621,0.258840498,0.548116199,0.090220904,0.212621198,0.648533333,0.016135388,0.559647519,0.23253754,1.5
Cu52.5Zr40Ga7.5,0.423314416,0.341151864,0.295483988,0.530024484,0.003573252,0.427815726,0.525443755,0.501337695,0.462414816,0.224009101,0.101222494,0.463997246,0.389916407,0.495652366,0.173848824,0.431388309,0.69486875,0.373954742,0.022658649,0.628251126,0.476856442,0.701866667,0.313482401,0.608019732,0.285564281,1.5
Fe65Mo14C15B6,0.057034286,0.781137162,0.029939131,0.310070996,0.008875189,0.600251656,0.797267048,0.789146011,0.329685011,0.892939067,0.650949206,0.897482825,0.732602211,0.550358978,0.163954009,0.92123286,0.688217958,0.09055119,0.945449339,0.15485447,0.145758314,0.597866667,0.063575043,0.450659583,0.373250244,1.5
Fe27Co40Zr3Ti3Mo1.5Si1.5B24,0.056082272,0.822160973,0.032199972,0.315275345,0.005011068,0.503248421,0.156020569,0.690099324,0.120919154,0.573120475,0.364636955,0.745201737,0.183862091,0.61411794,0.17938709,0.682466088,0.228056782,0.082453711,0.871049051,0.08703112,0.23236675,0.604533333,0.192727081,0.535065473,0.685608499,1.5
Fe71Nb6B23,0.046691954,0.726848219,0.021356499,0.219937647,0.00684467,0.461840686,0.042885846,0.674300467,0.055361751,0.521874845,0.390301213,0.750806532,0.167329393,0.570763814,0.18613594,0.710281467,0.254116166,0.109584206,0.854236924,0.060175138,0.16014412,0.577866667,0.135718059,0.63488239,0.166256094,1.5
Fe50Cr15Mo14C15B6,0.058765221,0.782915581,0.031127779,0.348905361,0.007135962,0.577140363,0.837833691,0.767010248,0.379923788,0.908506088,0.637099659,0.833585911,0.821205492,0.555285388,0.162252959,0.959402718,0.643212231,0.06792772,0.939980524,0.162215509,0.138503942,0.557866667,0.067070337,0.423165532,0.654268903,1.5
(Fe0.75B0.15Si0.10)96Nb4,0.081307756,0.496187381,0.034240211,0.265751803,0.010708883,0.486980638,0.169372761,0.668449681,0.015311845,0.526749164,0.396583071,0.755607324,0.131217829,0.491449182,0.155966154,0.657214675,0.224068346,0.170366961,0.687851357,0.102392974,0.185937379,0.592,0.108122876,0.582285047,0.261742683,1.5
Ni60Nb25Zr15,0.32054019,0.264188247,0.202240245,0.596347342,0.001457004,0.489445843,0.314620892,0.571000241,0.307900789,0.411030959,0.091135017,0.504899887,0.270521923,0.384599293,0.100839084,0.746430771,0.40891614,0.432689577,0.035326639,0.077899795,0.174170447,0.7352,0.157738601,0.374098577,0.316427196,1.5
Fe68Ni4Y6B22,0.085335063,0.97141857,0.061942046,0.221071244,0.007472363,0.45092702,0.182955311,0.655463367,0.202167107,0.484473821,0.409559481,0.733201631,0.244931733,0.555878159,0.192051934,0.664932779,0.177479186,0.134985407,0.842406648,0.055674907,0.191717907,0.5792,0.170240614,0.697573893,0.280637909,1.5
Fe69Ni3Y6B22,0.08526294,0.971398745,0.061892616,0.216101238,0.006818252,0.449129475,0.179925043,0.654768911,0.202072287,0.483245198,0.410757672,0.734186966,0.244427451,0.553691314,0.192531849,0.665505155,0.176615871,0.134149416,0.841936441,0.055293224,0.191292853,0.576533333,0.16794402,0.699820719,0.256808495,1.5
Ni60Nb35Zr5,0.295441642,0.132694093,0.176657116,0.620292478,0.000612363,0.504853372,0.258067156,0.594438108,0.213521207,0.44283455,0.09650723,0.509583038,0.258629749,0.397187101,0.090405145,0.789324451,0.451912362,0.426139544,0.044310968,0.089168548,0.125989304,0.748533333,0.133535284,0.463633734,0.225256912,1.5
Ca65Li14.54Mg12.46Zn8,1,0.433960126,1,0.111140636,0.38869852,0.102778491,0.736843269,0,0.518457847,0.011699316,0.127476405,0.202483868,0.782900781,1,1,0,0.511434982,0.432893955,0.014893427,0.440619054,0.108255669,0.04248,0.982821936,0.958125759,0.38389259,2
Ca65Li8.62Mg7.38Zn19,0.974316396,0.541371206,0.975005193,0.070417471,0.043158409,0.183919675,0.951591357,0.049424383,0.694151642,0.017489471,0.09141073,0.324514348,0.96322442,0.639439323,0.93076753,0.001682875,0.469425808,0.437879117,0.006100982,0.439968229,0.103303147,0.19704,0.977777374,0.841068002,0.365684087,2
Ca65Li7.54Mg6.46Zn21,0.969650951,0.559528381,0.970465306,0.062994934,0.035557155,0.19869036,0.977286572,0.058421052,0.71467252,0.018549475,0.083906557,0.346732416,0.983083512,0.57363951,0.904012421,0.002000625,0.461433411,0.438785538,0.004227949,0.439859322,0.102369177,0.225146667,0.956402321,0.821009762,0.350030553,2
Ca65Li6.46Mg5.54Zn23,0.964985506,0.577323251,0.96592547,0.055572397,0.030081419,0.213461045,1,0.06741772,0.732669506,0.019609479,0.075980419,0.368950483,1,0.507839698,0.870085678,0.002318374,0.45334105,0.439691959,0.002247603,0.439750415,0.101428762,0.253253333,0.932915034,0.801331286,0.330555796,2
Ce70Al10Cu20,0.797989577,0.542880448,0.725818149,0.448354997,0.002888103,0.111961378,0.716787297,0.205977177,0.762373937,0.005752768,0.236156498,0.037427744,0.682445371,0.065269499,0.27825802,0.104374449,0.174228388,0.481814825,0.104948498,0.225593154,0.841190104,0.301866667,0.574439298,0.639325361,0.207728952,2
Ce70Al10Cu18Zn2,0.801364899,0.526613591,0.728490902,0.430177841,0.003776826,0.116840429,0.748886274,0.201636831,0.745220963,0.001917589,0.231685137,0.049926137,0.756633053,0.060129096,0.274482333,0.095201408,0.195857136,0.483452333,0.102231869,0.20487319,0.856952496,0.304533333,0.581712181,0.628141913,0.259763058,2
Ce68Al10Cu20B2,0.768996427,0.677087403,0.702271444,0.445483878,0.003001228,0.123773817,0.729482278,0.221949649,0.788932585,0.035708403,0.481795715,0.058101046,0.72121588,0.096787081,0.293309821,0.122042231,0.356151888,0.454489121,0.266245372,0.2267273,0.83768945,0.301866667,0.574439298,0.59769996,0.280412839,2
